state,year,month,Democrat,Republican,BWS
WI,2015,12,85.0,96.0,0.832
WI,2016,1,124.0,128.0,0.953
WI,2016,2,106.0,121.0,0.818
WI,2016,3,264.0,87.0,0.163
WI,2016,4,220.0,117.0,0.369
WI,2016,5,385.0,146.0,0.209
WI,2016,6,428.0,194.0,0.283
WI,2016,7,247.0,137.0,0.396
WI,2016,8,264.0,115.0,0.264
WI,2016,9,319.0,245.0,0.667
WI,2016,10,244.0,98.0,0.23
WI,2016,11,196.0,94.0,0.311
WI,2016,12,247.0,139.0,0.405
WI,2017,1,534.0,289.0,0.38
WI,2017,2,382.0,217.0,0.412
WI,2017,3,432.0,303.0,0.578
WI,2017,4,355.0,308.0,0.806
WI,2017,5,478.0,336.0,0.58
WI,2017,6,55.0,54.0,0.973
WV,2014,1,0.0,58.0,0.0
WV,2014,2,0.0,93.0,0.0
WV,2014,3,0.0,86.0,0.0
WV,2014,4,0.0,142.0,0.0
WV,2014,5,0.0,102.0,0.0
WV,2014,6,0.0,112.0,0.0
WV,2014,7,0.0,86.0,0.0
WV,2014,8,0.0,51.0,0.0
WV,2014,9,0.0,64.0,0.0
WV,2014,10,0.0,39.0,0.0
WV,2014,11,0.0,24.0,0.0
WV,2014,12,0.0,31.0,0.0
WV,2015,1,0.0,145.0,0.0
WV,2015,2,0.0,123.0,0.0
WV,2015,3,0.0,157.0,0.0
WV,2015,4,0.0,112.0,0.0
WV,2015,5,0.0,126.0,0.0
WV,2015,6,0.0,230.0,0.0
WV,2015,7,0.0,226.0,0.0
WV,2015,8,0.0,186.0,0.0
WV,2015,9,0.0,245.0,0.0
WV,2015,10,0.0,257.0,0.0
WV,2015,11,0.0,245.0,0.0
WV,2015,12,0.0,254.0,0.0
WV,2016,1,0.0,342.0,0.0
WV,2016,2,0.0,358.0,0.0
WV,2016,3,0.0,348.0,0.0
WV,2016,4,0.0,315.0,0.0
WV,2016,5,0.0,266.0,0.0
WV,2016,6,0.0,517.0,0.0
WV,2016,7,0.0,302.0,0.0
WV,2016,8,0.0,235.0,0.0
WV,2016,9,0.0,289.0,0.0
WV,2016,10,0.0,244.0,0.0
WV,2016,11,0.0,181.0,0.0
WV,2016,12,0.0,206.0,0.0
WV,2017,1,0.0,280.0,0.0
WV,2017,2,0.0,268.0,0.0
WV,2017,3,0.0,473.0,0.0
WV,2017,4,0.0,259.0,0.0
WV,2017,5,0.0,241.0,0.0
WV,2017,6,0.0,41.0,0.0
WY,2011,7,0.0,4.0,0.0
WY,2011,8,0.0,18.0,0.0
WY,2011,9,0.0,22.0,0.0
WY,2011,10,0.0,14.0,0.0
WY,2011,11,0.0,22.0,0.0
WY,2011,12,0.0,18.0,0.0
WY,2012,1,0.0,9.0,0.0
WY,2012,2,0.0,32.0,0.0
WY,2012,3,0.0,63.0,0.0
WY,2012,4,0.0,41.0,0.0
WY,2012,5,0.0,52.0,0.0
WY,2012,6,0.0,42.0,0.0
WY,2012,7,0.0,43.0,0.0
WY,2012,8,0.0,28.0,0.0
WY,2012,9,0.0,30.0,0.0
WY,2012,10,0.0,35.0,0.0
WY,2012,11,0.0,28.0,0.0
WY,2012,12,0.0,54.0,0.0
WY,2013,1,0.0,49.0,0.0
WY,2013,2,0.0,46.0,0.0
WY,2013,3,0.0,64.0,0.0
WY,2013,4,0.0,40.0,0.0
WY,2013,5,0.0,66.0,0.0
WY,2013,6,0.0,42.0,0.0
WY,2013,7,0.0,58.0,0.0
WY,2013,8,0.0,33.0,0.0
WY,2013,9,0.0,57.0,0.0
WY,2013,10,0.0,73.0,0.0
WY,2013,11,0.0,92.0,0.0
WY,2013,12,0.0,45.0,0.0
WY,2014,1,0.0,82.0,0.0
WY,2014,2,0.0,78.0,0.0
WY,2014,3,0.0,107.0,0.0
WY,2014,4,0.0,48.0,0.0
WY,2014,5,0.0,69.0,0.0
WY,2014,6,0.0,80.0,0.0
WY,2014,7,0.0,75.0,0.0
WY,2014,8,0.0,38.0,0.0
WY,2014,9,0.0,47.0,0.0
WY,2014,10,0.0,44.0,0.0
WY,2014,11,0.0,66.0,0.0
WY,2014,12,0.0,34.0,0.0
WY,2015,1,0.0,70.0,0.0
WY,2015,2,0.0,64.0,0.0
WY,2015,3,0.0,68.0,0.0
WY,2015,4,0.0,57.0,0.0
WY,2015,5,0.0,61.0,0.0
WY,2015,6,0.0,79.0,0.0
WY,2015,7,0.0,61.0,0.0
WY,2015,8,0.0,27.0,0.0
WY,2015,9,0.0,49.0,0.0
WY,2015,10,0.0,50.0,0.0
WY,2015,11,0.0,54.0,0.0
WY,2015,12,0.0,30.0,0.0
WY,2016,1,0.0,32.0,0.0
WY,2016,2,0.0,52.0,0.0
WY,2016,3,0.0,49.0,0.0
WY,2016,4,0.0,61.0,0.0
WY,2016,5,0.0,37.0,0.0
WY,2016,6,0.0,38.0,0.0
WY,2016,7,0.0,30.0,0.0
WY,2016,8,0.0,24.0,0.0
WY,2016,9,0.0,43.0,0.0
WY,2016,10,0.0,16.0,0.0
WY,2016,11,0.0,24.0,0.0
WY,2016,12,0.0,13.0,0.0
WY,2017,1,0.0,30.0,0.0
WY,2017,2,0.0,39.0,0.0
WY,2017,3,0.0,42.0,0.0
WY,2017,4,0.0,16.0,0.0
WY,2017,5,0.0,23.0,0.0
WY,2017,6,0.0,3.0,0.0
