state,year,month,Democrat,Republican,BWS
RI,2017,6,61.0,0.0,0.0
SC,2011,1,0.0,1.0,0.0
SC,2011,2,0.0,6.0,0.0
SC,2011,3,0.0,24.0,0.0
SC,2011,4,0.0,27.0,0.0
SC,2011,5,0.0,61.0,0.0
SC,2011,6,0.0,39.0,0.0
SC,2011,7,0.0,54.0,0.0
SC,2011,8,0.0,57.0,0.0
SC,2011,9,0.0,55.0,0.0
SC,2011,10,0.0,127.0,0.0
SC,2011,11,0.0,91.0,0.0
SC,2011,12,0.0,107.0,0.0
SC,2012,1,0.0,108.0,0.0
SC,2012,2,0.0,108.0,0.0
SC,2012,3,0.0,141.0,0.0
SC,2012,4,0.0,117.0,0.0
SC,2012,5,0.0,138.0,0.0
SC,2012,6,0.0,174.0,0.0
SC,2012,7,0.0,92.0,0.0
SC,2012,8,0.0,76.0,0.0
SC,2012,9,0.0,106.0,0.0
SC,2012,10,0.0,140.0,0.0
SC,2012,11,0.0,118.0,0.0
SC,2012,12,0.0,103.0,0.0
SC,2013,1,0.0,118.0,0.0
SC,2013,2,0.0,129.0,0.0
SC,2013,3,0.0,146.0,0.0
SC,2013,4,0.0,211.0,0.0
SC,2013,5,0.0,176.0,0.0
SC,2013,6,0.0,135.0,0.0
SC,2013,7,0.0,84.0,0.0
SC,2013,8,0.0,75.0,0.0
SC,2013,9,0.0,124.0,0.0
SC,2013,10,0.0,93.0,0.0
SC,2013,11,0.0,105.0,0.0
SC,2013,12,0.0,62.0,0.0
SC,2014,1,0.0,148.0,0.0
SC,2014,2,0.0,115.0,0.0
SC,2014,3,0.0,71.0,0.0
SC,2014,4,0.0,81.0,0.0
SC,2014,5,0.0,79.0,0.0
SC,2014,6,0.0,54.0,0.0
SC,2014,7,0.0,57.0,0.0
SC,2014,8,0.0,33.0,0.0
SC,2014,9,0.0,79.0,0.0
SC,2014,10,0.0,34.0,0.0
SC,2014,11,0.0,69.0,0.0
SC,2014,12,0.0,56.0,0.0
SC,2015,1,0.0,135.0,0.0
SC,2015,2,0.0,205.0,0.0
SC,2015,3,0.0,166.0,0.0
SC,2015,4,0.0,136.0,0.0
SC,2015,5,0.0,289.0,0.0
SC,2015,6,0.0,305.0,0.0
SC,2015,7,0.0,205.0,0.0
SC,2015,8,0.0,211.0,0.0
SC,2015,9,0.0,284.0,0.0
SC,2015,10,0.0,706.0,0.0
SC,2015,11,0.0,419.0,0.0
SC,2015,12,0.0,289.0,0.0
SC,2016,1,0.0,364.0,0.0
SC,2016,2,0.0,325.0,0.0
SC,2016,3,0.0,328.0,0.0
SC,2016,4,0.0,266.0,0.0
SC,2016,5,0.0,255.0,0.0
SC,2016,6,0.0,402.0,0.0
SC,2016,7,0.0,370.0,0.0
SC,2016,8,0.0,291.0,0.0
SC,2016,9,0.0,361.0,0.0
SC,2016,10,0.0,413.0,0.0
SC,2016,11,0.0,269.0,0.0
SC,2016,12,0.0,268.0,0.0
SC,2017,1,0.0,520.0,0.0
SC,2017,2,0.0,425.0,0.0
SC,2017,3,0.0,413.0,0.0
SC,2017,4,0.0,278.0,0.0
SC,2017,5,0.0,403.0,0.0
SC,2017,6,0.0,19.0,0.0
SD,2012,10,0.0,2.0,0.0
SD,2012,11,0.0,29.0,0.0
SD,2012,12,0.0,28.0,0.0
SD,2013,1,0.0,32.0,0.0
SD,2013,2,0.0,81.0,0.0
SD,2013,3,0.0,122.0,0.0
SD,2013,4,0.0,88.0,0.0
SD,2013,5,0.0,109.0,0.0
SD,2013,6,0.0,84.0,0.0
SD,2013,7,0.0,94.0,0.0
SD,2013,8,0.0,79.0,0.0
SD,2013,9,0.0,102.0,0.0
SD,2013,10,0.0,85.0,0.0
SD,2013,11,0.0,60.0,0.0
SD,2013,12,0.0,49.0,0.0
SD,2014,1,0.0,84.0,0.0
SD,2014,2,0.0,106.0,0.0
SD,2014,3,0.0,126.0,0.0
SD,2014,4,0.0,101.0,0.0
SD,2014,5,0.0,117.0,0.0
SD,2014,6,0.0,127.0,0.0
SD,2014,7,0.0,162.0,0.0
SD,2014,8,0.0,123.0,0.0
SD,2014,9,0.0,143.0,0.0
SD,2014,10,0.0,139.0,0.0
SD,2014,11,0.0,75.0,0.0
SD,2014,12,0.0,58.0,0.0
SD,2015,1,0.0,202.0,0.0
SD,2015,2,0.0,208.0,0.0
SD,2015,3,0.0,270.0,0.0
SD,2015,4,0.0,266.0,0.0
SD,2015,5,0.0,201.0,0.0
SD,2015,6,0.0,213.0,0.0
SD,2015,7,0.0,192.0,0.0
SD,2015,8,0.0,158.0,0.0
SD,2015,9,0.0,172.0,0.0
SD,2015,10,0.0,201.0,0.0
SD,2015,11,0.0,173.0,0.0
SD,2015,12,0.0,142.0,0.0
SD,2016,1,0.0,160.0,0.0
SD,2016,2,0.0,218.0,0.0
SD,2016,3,0.0,196.0,0.0
SD,2016,4,0.0,198.0,0.0
SD,2016,5,0.0,225.0,0.0
SD,2016,6,0.0,286.0,0.0
SD,2016,7,0.0,222.0,0.0
SD,2016,8,0.0,175.0,0.0
SD,2016,9,0.0,191.0,0.0
SD,2016,10,0.0,171.0,0.0
SD,2016,11,0.0,177.0,0.0
SD,2016,12,0.0,125.0,0.0
SD,2017,1,0.0,239.0,0.0
SD,2017,2,0.0,194.0,0.0
SD,2017,3,0.0,226.0,0.0
SD,2017,4,0.0,194.0,0.0
SD,2017,5,0.0,154.0,0.0
SD,2017,6,0.0,21.0,0.0
TN,2010,9,5.0,0.0,0.0
TN,2010,12,4.0,0.0,0.0
TN,2011,1,9.0,93.0,0.017
TN,2011,2,13.0,93.0,0.034
TN,2011,3,18.0,107.0,0.048
TN,2011,4,17.0,95.0,0.054
TN,2011,5,5.0,70.0,0.01
TN,2011,6,10.0,64.0,0.042
TN,2011,7,21.0,94.0,0.082
TN,2011,8,8.0,86.0,0.016
TN,2011,9,15.0,89.0,0.049
TN,2011,10,8.0,59.0,0.032
TN,2011,11,8.0,79.0,0.019
TN,2011,12,9.0,80.0,0.023
TN,2012,1,2.0,88.0,0.001
TN,2012,2,11.0,66.0,0.048
TN,2012,3,23.0,76.0,0.141
TN,2012,4,48.0,73.0,0.522
TN,2012,5,21.0,60.0,0.181
TN,2012,6,31.0,61.0,0.342
TN,2012,7,27.0,49.0,0.392
TN,2012,8,22.0,46.0,0.309
TN,2012,9,24.0,87.0,0.119
TN,2012,10,7.0,52.0,0.032
TN,2012,11,16.0,62.0,0.106
TN,2012,12,6.0,92.0,0.008
TN,2013,1,5.0,101.0,0.005
TN,2013,2,5.0,186.0,0.001
TN,2013,3,2.0,202.0,0.0
TN,2013,4,5.0,218.0,0.001
TN,2013,5,13.0,426.0,0.002
TN,2013,6,5.0,292.0,0.001
TN,2013,7,13.0,223.0,0.006
TN,2013,8,11.0,157.0,0.009
TN,2013,9,9.0,262.0,0.002
TN,2013,10,2.0,239.0,0.0
TN,2013,11,6.0,234.0,0.001
TN,2013,12,4.0,204.0,0.001
TN,2014,1,18.0,264.0,0.009
TN,2014,2,24.0,232.0,0.019
TN,2014,3,35.0,289.0,0.026
TN,2014,4,30.0,378.0,0.012
TN,2014,5,29.0,355.0,0.012
TN,2014,6,48.0,297.0,0.045
TN,2014,7,37.0,318.0,0.024
TN,2014,8,16.0,257.0,0.007
TN,2014,9,19.0,309.0,0.007
TN,2014,10,38.0,296.0,0.029
TN,2014,11,97.0,256.0,0.208
TN,2014,12,86.0,214.0,0.23
TN,2015,1,121.0,309.0,0.22
TN,2015,2,197.0,338.0,0.429
TN,2015,3,111.0,312.0,0.187
TN,2015,4,140.0,348.0,0.231
TN,2015,5,131.0,363.0,0.191
TN,2015,6,168.0,334.0,0.337
TN,2015,7,90.0,456.0,0.065
TN,2015,8,105.0,228.0,0.29
TN,2015,9,131.0,367.0,0.188
TN,2015,10,83.0,332.0,0.1
TN,2015,11,114.0,276.0,0.241
TN,2015,12,82.0,351.0,0.088
TN,2016,1,169.0,312.0,0.381
TN,2016,2,98.0,353.0,0.121
TN,2016,3,169.0,398.0,0.253
TN,2016,4,140.0,360.0,0.218
TN,2016,5,127.0,364.0,0.18
TN,2016,6,162.0,434.0,0.203
TN,2016,7,155.0,292.0,0.368
TN,2016,8,138.0,230.0,0.45
TN,2016,9,140.0,364.0,0.214
TN,2016,10,125.0,211.0,0.441
TN,2016,11,160.0,243.0,0.523
TN,2016,12,141.0,260.0,0.381
TN,2017,1,267.0,434.0,0.469
TN,2017,2,206.0,379.0,0.383
TN,2017,3,252.0,438.0,0.42
TN,2017,4,169.0,329.0,0.349
TN,2017,5,285.0,339.0,0.768
TN,2017,6,34.0,56.0,0.459
TX,2009,2,0.0,27.0,0.0
TX,2009,3,0.0,28.0,0.0
TX,2009,4,0.0,29.0,0.0
TX,2009,5,0.0,78.0,0.0
TX,2009,6,0.0,62.0,0.0
TX,2009,7,0.0,41.0,0.0
TX,2009,8,0.0,12.0,0.0
TX,2009,9,0.0,32.0,0.0
TX,2009,10,0.0,23.0,0.0
TX,2009,11,0.0,20.0,0.0
TX,2009,12,0.0,10.0,0.0
TX,2010,1,0.0,14.0,0.0
TX,2010,2,6.0,12.0,0.333
TX,2010,3,9.0,18.0,0.333
TX,2010,4,9.0,121.0,0.01
TX,2010,5,0.0,102.0,0.0
TX,2010,6,13.0,85.0,0.041
TX,2010,7,14.0,107.0,0.03
TX,2010,8,5.0,91.0,0.006
TX,2010,9,11.0,162.0,0.009
TX,2010,10,10.0,105.0,0.017
TX,2010,11,3.0,77.0,0.003
TX,2010,12,3.0,49.0,0.007
TX,2011,1,5.0,127.0,0.003
TX,2011,2,16.0,98.0,0.046
TX,2011,3,54.0,118.0,0.287
TX,2011,4,37.0,96.0,0.214
TX,2011,5,15.0,113.0,0.031
TX,2011,6,20.0,246.0,0.012
TX,2011,7,33.0,325.0,0.019
TX,2011,8,22.0,180.0,0.027
TX,2011,9,118.0,279.0,0.251
TX,2011,10,60.0,266.0,0.083
TX,2011,11,45.0,252.0,0.054
TX,2011,12,33.0,180.0,0.057
TX,2012,1,71.0,241.0,0.134
TX,2012,2,14.0,240.0,0.006
TX,2012,3,15.0,281.0,0.005
TX,2012,4,17.0,294.0,0.006
TX,2012,5,24.0,268.0,0.015
TX,2012,6,26.0,310.0,0.013
TX,2012,7,40.0,185.0,0.077
TX,2012,8,30.0,181.0,0.047
TX,2012,9,26.0,179.0,0.037
TX,2012,10,15.0,174.0,0.014
TX,2012,11,19.0,203.0,0.016
TX,2012,12,22.0,144.0,0.04
TX,2013,1,55.0,215.0,0.104
TX,2013,2,80.0,265.0,0.14
TX,2013,3,65.0,313.0,0.071
TX,2013,4,109.0,341.0,0.155
TX,2013,5,130.0,609.0,0.075
TX,2013,6,135.0,531.0,0.103
TX,2013,7,113.0,491.0,0.086
TX,2013,8,46.0,352.0,0.03
TX,2013,9,82.0,544.0,0.039
TX,2013,10,79.0,559.0,0.035
TX,2013,11,62.0,331.0,0.059
TX,2013,12,57.0,244.0,0.088
TX,2014,1,86.0,453.0,0.061
TX,2014,2,79.0,477.0,0.047
TX,2014,3,123.0,590.0,0.072
TX,2014,4,121.0,619.0,0.064
TX,2014,5,158.0,679.0,0.088
TX,2014,6,114.0,656.0,0.051
TX,2014,7,164.0,771.0,0.075
TX,2014,8,137.0,408.0,0.169
TX,2014,9,105.0,678.0,0.042
TX,2014,10,89.0,585.0,0.04
TX,2014,11,118.0,516.0,0.085
TX,2014,12,101.0,470.0,0.076
TX,2015,1,103.0,738.0,0.034
TX,2015,2,135.0,844.0,0.044
TX,2015,3,125.0,793.0,0.043
TX,2015,4,180.0,856.0,0.073
TX,2015,5,146.0,873.0,0.048
TX,2015,6,124.0,1033.0,0.026
TX,2015,7,103.0,1208.0,0.013
TX,2015,8,78.0,606.0,0.029
TX,2015,9,122.0,905.0,0.032
TX,2015,10,265.0,939.0,0.124
TX,2015,11,257.0,802.0,0.156
TX,2015,12,263.0,791.0,0.166
TX,2016,1,231.0,934.0,0.098
TX,2016,2,217.0,995.0,0.078
TX,2016,3,222.0,927.0,0.093
TX,2016,4,250.0,928.0,0.114
TX,2016,5,281.0,854.0,0.163
TX,2016,6,337.0,1209.0,0.122
TX,2016,7,232.0,996.0,0.088
TX,2016,8,256.0,1224.0,0.072
TX,2016,9,254.0,1635.0,0.042
TX,2016,10,225.0,1208.0,0.058
TX,2016,11,274.0,1217.0,0.083
TX,2016,12,253.0,1254.0,0.068
TX,2017,1,514.0,2016.0,0.104
TX,2017,2,502.0,1534.0,0.161
TX,2017,3,671.0,1832.0,0.196
TX,2017,4,457.0,1339.0,0.174
TX,2017,5,753.0,1240.0,0.459
TX,2017,6,75.0,216.0,0.179
UT,2011,6,0.0,6.0,0.0
UT,2011,7,0.0,122.0,0.0
UT,2011,8,0.0,24.0,0.0
UT,2011,9,0.0,48.0,0.0
UT,2011,10,0.0,37.0,0.0
UT,2011,11,0.0,44.0,0.0
UT,2011,12,0.0,123.0,0.0
UT,2012,1,0.0,45.0,0.0
UT,2012,2,0.0,30.0,0.0
UT,2012,3,0.0,52.0,0.0
UT,2012,4,0.0,28.0,0.0
UT,2012,5,0.0,63.0,0.0
UT,2012,6,0.0,54.0,0.0
UT,2012,7,0.0,41.0,0.0
UT,2012,8,0.0,20.0,0.0
UT,2012,9,0.0,23.0,0.0
UT,2012,10,0.0,16.0,0.0
UT,2012,11,0.0,38.0,0.0
UT,2012,12,0.0,18.0,0.0
UT,2013,1,0.0,44.0,0.0
UT,2013,2,0.0,53.0,0.0
UT,2013,3,0.0,110.0,0.0
UT,2013,4,0.0,71.0,0.0
UT,2013,5,0.0,78.0,0.0
UT,2013,6,0.0,150.0,0.0
UT,2013,7,0.0,117.0,0.0
UT,2013,8,0.0,83.0,0.0
UT,2013,9,0.0,106.0,0.0
UT,2013,10,0.0,106.0,0.0
UT,2013,11,0.0,62.0,0.0
UT,2013,12,0.0,72.0,0.0
UT,2014,1,0.0,194.0,0.0
UT,2014,2,0.0,181.0,0.0
UT,2014,3,0.0,155.0,0.0
UT,2014,4,0.0,136.0,0.0
UT,2014,5,0.0,201.0,0.0
UT,2014,6,0.0,179.0,0.0
UT,2014,7,0.0,262.0,0.0
UT,2014,8,0.0,161.0,0.0
UT,2014,9,0.0,207.0,0.0
UT,2014,10,0.0,145.0,0.0
UT,2014,11,0.0,159.0,0.0
UT,2014,12,0.0,140.0,0.0
UT,2015,1,0.0,238.0,0.0
UT,2015,2,0.0,251.0,0.0
UT,2015,3,0.0,234.0,0.0
UT,2015,4,0.0,184.0,0.0
UT,2015,5,0.0,195.0,0.0
UT,2015,6,0.0,186.0,0.0
UT,2015,7,0.0,249.0,0.0
UT,2015,8,0.0,127.0,0.0
UT,2015,9,0.0,222.0,0.0
UT,2015,10,0.0,166.0,0.0
UT,2015,11,0.0,180.0,0.0
UT,2015,12,0.0,183.0,0.0
UT,2016,1,0.0,272.0,0.0
UT,2016,2,0.0,243.0,0.0
UT,2016,3,0.0,216.0,0.0
UT,2016,4,0.0,160.0,0.0
UT,2016,5,0.0,258.0,0.0
UT,2016,6,0.0,229.0,0.0
UT,2016,7,0.0,225.0,0.0
UT,2016,8,0.0,134.0,0.0
UT,2016,9,0.0,208.0,0.0
UT,2016,10,0.0,129.0,0.0
UT,2016,11,0.0,124.0,0.0
UT,2016,12,0.0,195.0,0.0
UT,2017,1,0.0,195.0,0.0
UT,2017,2,0.0,173.0,0.0
UT,2017,3,0.0,207.0,0.0
UT,2017,4,0.0,182.0,0.0
UT,2017,5,0.0,175.0,0.0
UT,2017,6,0.0,18.0,0.0
VA,2009,3,0.0,4.0,0.0
VA,2009,4,0.0,30.0,0.0
VA,2009,5,0.0,24.0,0.0
VA,2009,6,0.0,33.0,0.0
VA,2009,7,0.0,25.0,0.0
VA,2009,8,0.0,26.0,0.0
VA,2009,9,0.0,20.0,0.0
VA,2009,10,0.0,13.0,0.0
VA,2009,11,0.0,12.0,0.0
VA,2009,12,0.0,8.0,0.0
VA,2010,1,0.0,10.0,0.0
VA,2010,2,0.0,7.0,0.0
VA,2010,3,0.0,11.0,0.0
VA,2010,4,0.0,10.0,0.0
VA,2010,5,0.0,32.0,0.0
VA,2010,6,0.0,63.0,0.0
VA,2010,7,0.0,87.0,0.0
VA,2010,8,0.0,71.0,0.0
VA,2010,9,0.0,79.0,0.0
VA,2010,10,0.0,45.0,0.0
VA,2010,11,0.0,56.0,0.0
VA,2010,12,0.0,53.0,0.0
VA,2011,1,0.0,111.0,0.0
VA,2011,2,0.0,79.0,0.0
VA,2011,3,0.0,153.0,0.0
VA,2011,4,0.0,134.0,0.0
VA,2011,5,0.0,206.0,0.0
VA,2011,6,0.0,163.0,0.0
VA,2011,7,0.0,118.0,0.0
VA,2011,8,0.0,109.0,0.0
VA,2011,9,0.0,85.0,0.0
VA,2011,10,0.0,164.0,0.0
VA,2011,11,0.0,120.0,0.0
VA,2011,12,0.0,122.0,0.0
VA,2012,1,0.0,145.0,0.0
VA,2012,2,0.0,120.0,0.0
VA,2012,3,0.0,149.0,0.0
VA,2012,4,0.0,95.0,0.0
VA,2012,5,0.0,127.0,0.0
VA,2012,6,0.0,95.0,0.0
VA,2012,7,0.0,87.0,0.0
VA,2012,8,0.0,48.0,0.0
VA,2012,9,0.0,46.0,0.0
VA,2012,10,0.0,37.0,0.0
VA,2012,11,0.0,47.0,0.0
VA,2012,12,0.0,35.0,0.0
VA,2013,1,0.0,46.0,0.0
VA,2013,2,0.0,44.0,0.0
VA,2013,3,0.0,144.0,0.0
VA,2013,4,61.0,70.0,0.812
VA,2013,5,87.0,103.0,0.774
VA,2013,6,102.0,127.0,0.715
VA,2013,7,89.0,127.0,0.578
VA,2013,8,82.0,58.0,0.586
VA,2013,9,98.0,64.0,0.516
VA,2013,10,69.0,113.0,0.463
VA,2013,11,80.0,51.0,0.496
VA,2013,12,58.0,66.0,0.822
VA,2014,1,121.0,123.0,0.976
VA,2014,2,75.0,212.0,0.185
VA,2014,3,121.0,176.0,0.56
VA,2014,4,105.0,223.0,0.301
VA,2014,5,70.0,221.0,0.152
VA,2014,6,52.0,209.0,0.099
VA,2014,7,88.0,224.0,0.222
VA,2014,8,69.0,126.0,0.388
VA,2014,9,72.0,176.0,0.238
VA,2014,10,14.0,177.0,0.012
VA,2014,11,28.0,180.0,0.042
VA,2014,12,26.0,144.0,0.055
VA,2015,1,58.0,346.0,0.048
VA,2015,2,29.0,333.0,0.014
VA,2015,3,49.0,305.0,0.044
VA,2015,4,41.0,229.0,0.054
VA,2015,5,66.0,251.0,0.109
VA,2015,6,97.0,213.0,0.285
VA,2015,7,63.0,296.0,0.075
VA,2015,8,36.0,215.0,0.048
VA,2015,9,50.0,229.0,0.078
VA,2015,10,52.0,404.0,0.029
VA,2015,11,46.0,264.0,0.052
VA,2015,12,51.0,314.0,0.045
VA,2016,1,40.0,399.0,0.018
VA,2016,2,52.0,294.0,0.053
VA,2016,3,48.0,325.0,0.038
VA,2016,4,38.0,339.0,0.023
VA,2016,5,52.0,327.0,0.044
VA,2016,6,51.0,354.0,0.036
VA,2016,7,67.0,306.0,0.079
VA,2016,8,56.0,250.0,0.082
VA,2016,9,103.0,367.0,0.123
VA,2016,10,207.0,316.0,0.519
VA,2016,11,198.0,269.0,0.624
VA,2016,12,224.0,188.0,0.766
VA,2017,1,462.0,334.0,0.607
VA,2017,2,540.0,308.0,0.414
VA,2017,3,560.0,337.0,0.452
VA,2017,4,641.0,314.0,0.322
VA,2017,5,790.0,415.0,0.362
VA,2017,6,128.0,47.0,0.197
VT,2013,5,39.0,0.0,0.0
VT,2013,6,75.0,0.0,0.0
VT,2013,7,52.0,0.0,0.0
VT,2013,8,24.0,0.0,0.0
VT,2013,9,44.0,0.0,0.0
VT,2013,10,33.0,0.0,0.0
VT,2013,11,27.0,0.0,0.0
VT,2013,12,21.0,0.0,0.0
VT,2014,1,46.0,0.0,0.0
VT,2014,2,36.0,0.0,0.0
VT,2014,3,34.0,0.0,0.0
VT,2014,4,27.0,0.0,0.0
VT,2014,5,41.0,0.0,0.0
VT,2014,6,30.0,0.0,0.0
VT,2014,7,26.0,0.0,0.0
VT,2014,8,14.0,0.0,0.0
VT,2014,9,29.0,0.0,0.0
VT,2014,10,25.0,0.0,0.0
VT,2014,11,29.0,0.0,0.0
VT,2014,12,25.0,0.0,0.0
VT,2015,1,27.0,0.0,0.0
VT,2015,2,19.0,0.0,0.0
VT,2015,3,29.0,0.0,0.0
VT,2015,4,18.0,0.0,0.0
VT,2015,5,9.0,0.0,0.0
VT,2015,6,6.0,0.0,0.0
VT,2015,7,15.0,0.0,0.0
VT,2015,8,12.0,0.0,0.0
VT,2015,9,15.0,0.0,0.0
VT,2015,10,18.0,0.0,0.0
VT,2015,11,12.0,0.0,0.0
VT,2015,12,16.0,0.0,0.0
VT,2016,1,13.0,0.0,0.0
VT,2016,2,24.0,0.0,0.0
VT,2016,3,304.0,0.0,0.0
VT,2016,4,294.0,0.0,0.0
VT,2016,5,337.0,0.0,0.0
VT,2016,6,354.0,0.0,0.0
VT,2016,7,172.0,0.0,0.0
VT,2016,8,84.0,0.0,0.0
VT,2016,9,293.0,0.0,0.0
VT,2016,10,185.0,0.0,0.0
VT,2016,11,109.0,0.0,0.0
VT,2016,12,125.0,0.0,0.0
VT,2017,1,230.0,0.0,0.0
VT,2017,2,238.0,0.0,0.0
VT,2017,3,458.0,0.0,0.0
VT,2017,4,178.0,0.0,0.0
VT,2017,5,338.0,0.0,0.0
VT,2017,6,48.0,0.0,0.0
WA,2009,10,16.0,0.0,0.0
WA,2009,11,7.0,0.0,0.0
WA,2009,12,5.0,0.0,0.0
WA,2010,1,4.0,0.0,0.0
WA,2010,2,4.0,0.0,0.0
WA,2010,3,3.0,0.0,0.0
WA,2010,4,6.0,0.0,0.0
WA,2010,5,11.0,0.0,0.0
WA,2010,6,4.0,0.0,0.0
WA,2010,7,8.0,0.0,0.0
WA,2010,8,3.0,0.0,0.0
WA,2010,9,2.0,0.0,0.0
WA,2010,10,6.0,0.0,0.0
WA,2010,11,3.0,0.0,0.0
WA,2010,12,8.0,0.0,0.0
WA,2011,1,1.0,0.0,0.0
WA,2011,3,8.0,0.0,0.0
WA,2011,4,6.0,0.0,0.0
WA,2011,5,3.0,0.0,0.0
WA,2011,6,11.0,0.0,0.0
WA,2011,7,10.0,0.0,0.0
WA,2011,8,10.0,0.0,0.0
WA,2011,9,27.0,0.0,0.0
WA,2011,10,20.0,0.0,0.0
WA,2011,11,24.0,0.0,0.0
WA,2011,12,35.0,0.0,0.0
WA,2012,1,41.0,0.0,0.0
WA,2012,2,48.0,0.0,0.0
WA,2012,3,31.0,0.0,0.0
WA,2012,4,21.0,0.0,0.0
WA,2012,5,26.0,0.0,0.0
WA,2012,6,30.0,0.0,0.0
WA,2012,7,24.0,0.0,0.0
WA,2012,8,9.0,0.0,0.0
WA,2012,9,9.0,0.0,0.0
WA,2012,10,19.0,0.0,0.0
WA,2012,11,26.0,0.0,0.0
WA,2012,12,17.0,0.0,0.0
WA,2013,1,72.0,0.0,0.0
WA,2013,2,127.0,0.0,0.0
WA,2013,3,76.0,0.0,0.0
WA,2013,4,108.0,0.0,0.0
WA,2013,5,138.0,0.0,0.0
WA,2013,6,264.0,0.0,0.0
WA,2013,7,191.0,0.0,0.0
WA,2013,8,116.0,0.0,0.0
WA,2013,9,145.0,0.0,0.0
WA,2013,10,229.0,0.0,0.0
WA,2013,11,156.0,0.0,0.0
WA,2013,12,124.0,0.0,0.0
WA,2014,1,216.0,0.0,0.0
WA,2014,2,247.0,0.0,0.0
WA,2014,3,344.0,0.0,0.0
WA,2014,4,241.0,0.0,0.0
WA,2014,5,252.0,0.0,0.0
WA,2014,6,238.0,0.0,0.0
WA,2014,7,240.0,0.0,0.0
WA,2014,8,225.0,0.0,0.0
WA,2014,9,254.0,0.0,0.0
WA,2014,10,173.0,0.0,0.0
WA,2014,11,165.0,0.0,0.0
WA,2014,12,157.0,0.0,0.0
WA,2015,1,317.0,41.0,0.03
WA,2015,2,336.0,51.0,0.04
WA,2015,3,429.0,32.0,0.01
WA,2015,4,408.0,42.0,0.019
WA,2015,5,348.0,20.0,0.006
WA,2015,6,421.0,43.0,0.019
WA,2015,7,450.0,52.0,0.024
WA,2015,8,365.0,26.0,0.009
WA,2015,9,476.0,34.0,0.01
WA,2015,10,539.0,33.0,0.007
WA,2015,11,426.0,28.0,0.008
WA,2015,12,413.0,40.0,0.017
WA,2016,1,416.0,31.0,0.01
WA,2016,2,519.0,35.0,0.009
WA,2016,3,490.0,27.0,0.006
WA,2016,4,544.0,26.0,0.004
WA,2016,5,608.0,22.0,0.003
WA,2016,6,813.0,59.0,0.01
WA,2016,7,750.0,41.0,0.006
WA,2016,8,695.0,17.0,0.001
WA,2016,9,657.0,23.0,0.002
WA,2016,10,904.0,15.0,0.001
WA,2016,11,660.0,9.0,0.0
WA,2016,12,698.0,6.0,0.0
WA,2017,1,1116.0,44.0,0.003
WA,2017,2,763.0,27.0,0.002
WA,2017,3,990.0,26.0,0.001
WA,2017,4,748.0,8.0,0.0
WA,2017,5,906.0,3.0,0.0
WA,2017,6,177.0,1.0,0.0
WI,2010,2,5.0,0.0,0.0
WI,2010,3,8.0,0.0,0.0
WI,2010,4,6.0,0.0,0.0
WI,2010,5,5.0,0.0,0.0
WI,2010,6,10.0,0.0,0.0
WI,2010,7,4.0,0.0,0.0
WI,2010,9,2.0,0.0,0.0
WI,2011,1,1.0,0.0,0.0
WI,2011,2,3.0,0.0,0.0
WI,2011,3,42.0,0.0,0.0
WI,2011,4,17.0,0.0,0.0
WI,2011,5,24.0,50.0,0.311
WI,2011,6,6.0,89.0,0.009
WI,2011,7,21.0,126.0,0.048
WI,2011,8,3.0,46.0,0.008
WI,2011,9,1.0,57.0,0.001
WI,2011,10,6.0,28.0,0.076
WI,2011,11,10.0,24.0,0.245
WI,2011,12,7.0,31.0,0.083
WI,2012,1,5.0,48.0,0.02
WI,2012,2,9.0,17.0,0.367
WI,2012,3,13.0,24.0,0.381
WI,2012,4,8.0,28.0,0.127
WI,2012,5,6.0,85.0,0.009
WI,2012,6,6.0,24.0,0.1
WI,2012,7,4.0,30.0,0.031
WI,2012,8,1.0,13.0,0.011
WI,2012,9,5.0,5.0,1.0
WI,2012,10,2.0,4.0,0.333
WI,2012,11,4.0,2.0,0.333
WI,2012,12,4.0,11.0,0.194
WI,2013,1,9.0,17.0,0.367
WI,2013,2,53.0,12.0,0.084
WI,2013,3,160.0,37.0,0.087
WI,2013,4,142.0,19.0,0.032
WI,2013,5,131.0,59.0,0.28
WI,2013,6,293.0,30.0,0.019
WI,2013,7,251.0,48.0,0.061
WI,2013,8,168.0,38.0,0.083
WI,2013,9,162.0,90.0,0.397
WI,2013,10,221.0,102.0,0.291
WI,2013,11,182.0,47.0,0.106
WI,2013,12,161.0,68.0,0.251
WI,2014,1,228.0,97.0,0.254
WI,2014,2,138.0,127.0,0.882
WI,2014,3,212.0,136.0,0.501
WI,2014,4,272.0,191.0,0.579
WI,2014,5,193.0,137.0,0.589
WI,2014,6,176.0,132.0,0.643
WI,2014,7,169.0,127.0,0.645
WI,2014,8,48.0,81.0,0.441
WI,2014,9,89.0,100.0,0.838
WI,2014,10,98.0,54.0,0.392
WI,2014,11,91.0,96.0,0.923
WI,2014,12,90.0,52.0,0.423
WI,2015,1,132.0,126.0,0.932
WI,2015,2,104.0,145.0,0.599
WI,2015,3,108.0,166.0,0.513
WI,2015,4,129.0,128.0,0.988
WI,2015,5,84.0,112.0,0.643
WI,2015,6,107.0,156.0,0.558
WI,2015,7,131.0,230.0,0.413
WI,2015,8,89.0,122.0,0.615
WI,2015,9,119.0,202.0,0.437
WI,2015,10,130.0,173.0,0.645
WI,2015,11,111.0,133.0,0.759
